name,city,link
Фізика і хімія твердого тіла,Івано-Франківськ,http://nbuv.gov.ua/j-tit/PhKhTT
"Реєстрація, зберігання і обробка даних",Київ,http://nbuv.gov.ua/j-tit/rzod
Українська академія мистецтва,Київ,http://nbuv.gov.ua/j-tit/Uam
Оптико-електронні інформаційно-енергетичні технології,Вінниця,http://nbuv.gov.ua/j-tit/oeiet
Сенсорна електроніка і мікросистемні технології,Одеса,http://nbuv.gov.ua/j-tit/seimt
Педагогічна освіта: теорія і практика. Психологія. Педагогіка,Київ,http://nbuv.gov.ua/j-tit/Potip
Аграрний вісник Причорномор'я," Економічні науки, Одеса",http://nbuv.gov.ua/j-tit/avpek
Біологія та валеологія,Харків,http://nbuv.gov.ua/j-tit/znpkhnpu_bio
Scientific digest of Association of obstetricians and gynaecologists of Ukraine,Київ,http://nbuv.gov.ua/j-tit/znpaagu
Ветеринарна біотехнологія,Київ,http://nbuv.gov.ua/j-tit/vbtb
Геолог України,Київ,http://nbuv.gov.ua/j-tit/geoukr
Економіка будівництва і міського господарства,Макіївка,http://nbuv.gov.ua/j-tit/ebimg
Держава та регіони,"ерія : Право, Запоріжжя",http://nbuv.gov.ua/j-tit/drp
Ukrainica bioorganica acta,"Київ",http://nbuv.gov.ua/j-tit/Uba
Магістр медсестринства,Тернопіль,http://nbuv.gov.ua/j-tit/MagM
Лінгвістичні студії,Вінниця,http://nbuv.gov.ua/j-tit/lingst
Інновації в стоматології,Одеса,http://nbuv.gov.ua/j-tit/innvstom
Народознавчі зошити," серія філологічна, Львів",http://nbuv.gov.ua/j-tit/narzfil
Качество минерального сырья,Кривой Рог,http://nbuv.gov.ua/j-tit/kachmin
Зарубіжна література в школах України,Київ,http://nbuv.gov.ua/j-tit/zlvsh
Тектоніка і стратиграфія,Київ,http://nbuv.gov.ua/j-tit/Tis
Фізика конденсованих високомолекулярних систем,Рівне,http://nbuv.gov.ua/j-tit/Fkvs
Резание и инструменты в технологических системах,Харьков,http://nbuv.gov.ua/j-tit/rits
Українська біографістика,Київ,http://nbuv.gov.ua/j-tit/ubi
Оптимізація виробничих процесів,Севастополь,http://nbuv.gov.ua/j-tit/ovp
Серце і судини,Київ,http://nbuv.gov.ua/j-tit/sis
Педагогічна теорія і практика,Київ,http://nbuv.gov.ua/j-tit/Vkmu
Аграрний вісник Причорномор'я," Сільськогосподарські науки, Одеса",http://nbuv.gov.ua/j-tit/avpcx
Біологія та екологія,Полтава,http://nbuv.gov.ua/j-tit/biolecol
Scientific notes of the institute of journalism,Київ,http://nbuv.gov.ua/j-tit/Nzizh
Ветеринарна медицина,Харків,http://nbuv.gov.ua/j-tit/vetmed
Геологічний журнал,Київ,http://nbuv.gov.ua/j-tit/geojur
Економіка і менеджмент культури ,Київ,http://nbuv.gov.ua/j-tit/ekmk
Держава та регіони,"ерія : Соціальні комунікації, Запоріжжя",http://nbuv.gov.ua/j-tit/drsk
"Малий і середній бізнес (право, держава, економіка)",Київ,http://nbuv.gov.ua/j-tit/Misb
Лінгвостилістичні студії,Луцьк,http://nbuv.gov.ua/j-tit/ls
Інноваційна економіка,Тернопіль,http://nbuv.gov.ua/j-tit/inek
Насінництво,Київ,http://nbuv.gov.ua/j-tit/nasin
Квалілогія книги,Львів,http://nbuv.gov.ua/j-tit/Kk
Засоби навчальної та науково-дослідної роботи,Харків,http://nbuv.gov.ua/j-tit/znpkhnpu_zntndr
Теле- та радіожурналістика,Львів,http://nbuv.gov.ua/j-tit/Tir
Фізика низьких температур,Харків,http://nbuv.gov.ua/j-tit/PhNT
Рейковий рухомий склад,Кременчук,http://nbuv.gov.ua/j-tit/reruck
"Українська культура: минуле, сучасне, шляхи розвитку",Рівне,http://nbuv.gov.ua/j-tit/Uk_msshr
Оптоэлектроника и полупроводниковая техника,Киев,http://nbuv.gov.ua/j-tit/ont
"Синопсис: текст, контекст, медіа",Київ,http://nbuv.gov.ua/j-tit/stkm
Педагогічний альманах,Херсон,http://nbuv.gov.ua/j-tit/pedalm
Аграрний вісник Причорномор'я," Технічні науки, Одеса",http://nbuv.gov.ua/j-tit/avpt
Біологія тварин,Львів,http://nbuv.gov.ua/j-tit/bitv
Scriptorium nostrum,Херсон,http://nbuv.gov.ua/j-tit/scno
Ветеринарна медицина України,Київ,http://nbuv.gov.ua/j-tit/vetm
Геологія і геохімія горючих копалин,Львів,http://nbuv.gov.ua/j-tit/giggk
Економіка і організація управління,Вінниця,http://nbuv.gov.ua/j-tit/eiou
Державне будівництво,Харків,http://nbuv.gov.ua/j-tit/DeBu
Мандрівець,Суми,http://nbuv.gov.ua/j-tit/Mandriv
Лісівництво і агролісомеліорація,Харків,http://nbuv.gov.ua/j-tit/lisam
Інноваційна педагогіка,Одеса,http://nbuv.gov.ua/j-tit/innped
Наука в олимпийском спорте,Киев,http://nbuv.gov.ua/j-tit/NOS
Кераміка: наука і життя,Київ,http://nbuv.gov.ua/j-tit/Knizh
Захист довкілля від антропогенного навантаження,Харків,http://nbuv.gov.ua/j-tit/ZDAN
Телекомунікаційні та інформаційні технології,Київ,http://nbuv.gov.ua/j-tit/vduikt
Фізико-математична освіта,Суми,http://nbuv.gov.ua/j-tit/fmo
Реконструкція житла,Київ,http://nbuv.gov.ua/j-tit/recj
"Українська культура: минуле, сучасне, шляхи розвитку"," Культурологія, Рівне",http://nbuv.gov.ua/j-tit/ukrk
Організаційна психологія. Економічна психологія,Київ,http://nbuv.gov.ua/j-tit/ophep
Система і структура східнослов'янських мов,Київ,http://nbuv.gov.ua/j-tit/sissm
Педагогічний дискурс,Хмельницький,http://nbuv.gov.ua/j-tit/0peddysk
Агробіологія,Біла Церква,http://nbuv.gov.ua/j-tit/agr
Біомедична інженерія та електроніка,Херсон,http://nbuv.gov.ua/j-tit/biomedengelec
Sententiae,Вінниця,http://nbuv.gov.ua/j-tit/senten
Взрывозащищенное электрооборудование,Донецк,http://nbuv.gov.ua/j-tit/Ve
Геологія і корисні копалини Світового океану,Київ,http://nbuv.gov.ua/j-tit/gikkso
Економіка і право охорони здоров'я,Київ,http://nbuv.gov.ua/j-tit/eprozd
Державне будівництво та місцеве самоврядування,Харків,http://nbuv.gov.ua/j-tit/dbms
Маркетинг в Україні,Одеса,http://nbuv.gov.ua/j-tit/Mvu
"Лісове господарство, лісова, паперова і деревообробна промисловість",Львів,http://nbuv.gov.ua/j-tit/lglpdp
Іноземна філологія,Львів,http://nbuv.gov.ua/j-tit/infil
Наука й економіка,Хмельницький,http://nbuv.gov.ua/j-tit/Nie
Кибернетика и системный анализ,Киев,http://nbuv.gov.ua/j-tit/KSA
Захист і карантин рослин,Київ,http://nbuv.gov.ua/j-tit/Zikr
Теоретико-методичні проблеми виховання дітей та учнівської молоді,Київ,http://nbuv.gov.ua/j-tit/Tmpvd
Фізико-математичне моделювання та інформаційні технології,Львів,http://nbuv.gov.ua/j-tit/Fmmit
Релігійна свобода,Київ,http://nbuv.gov.ua/j-tit/relsvobspv
"Українська культура: минуле, сучасне, шляхи розвитку"," Мистецтвознавство, Рівне",http://nbuv.gov.ua/j-tit/ukrkm
"Ортопедия, травматология и протезирование",Харків,http://nbuv.gov.ua/j-tit/OpTlP
Системи обробки інформації,Харків,http://nbuv.gov.ua/j-tit/soi
Педагогічний пошук,Луцьк,http://nbuv.gov.ua/j-tit/pedp
Агроекологічний журнал,Київ,http://nbuv.gov.ua/j-tit/agrog
Біоресурси і природокористування,Київ,http://nbuv.gov.ua/j-tit/bpc
Shipbuilding & marine infrastructure,Николаев,http://nbuv.gov.ua/j-tit/smi
Вибори та демократія,Київ,http://nbuv.gov.ua/j-tit/vtde
Геологія та рудоносність України,Дніпро,http://nbuv.gov.ua/j-tit/gtru
Економіка і прогнозування,Київ,http://nbuv.gov.ua/j-tit/econprog
Державне управління та місцеве самоврядування,Дніпро,http://nbuv.gov.ua/j-tit/dums
Маркетинг і менеджмент інновацій,Луганськ,http://nbuv.gov.ua/j-tit/Mimi
Лісове і садово-паркове господарство,Київ,http://nbuv.gov.ua/j-tit/licgoc
Іноземні мови,Київ,http://nbuv.gov.ua/j-tit/im
Наука і оборона,Київ,http://nbuv.gov.ua/j-tit/nauio
Київська Академія,Київ,http://nbuv.gov.ua/j-tit/Kievakad
Захист інформації,Київ,http://nbuv.gov.ua/j-tit/Zi
Теоретическая и экспериментальная химия,,http://nbuv.gov.ua/j-tit/TEChem
Фізико-хімічна механіка матеріалів,Львів,http://nbuv.gov.ua/j-tit/PHKhMM
Релігійна свобода,Київ,http://nbuv.gov.ua/j-tit/religfree
Українська література в загальноосвітній школі,Київ,http://nbuv.gov.ua/j-tit/Ulvzsh
"Освіта дорослих: теорія, досвід, перспективи",Київ,http://nbuv.gov.ua/j-tit/OD
Системи озброєння і військова техніка,Харків,http://nbuv.gov.ua/j-tit/soivt
Педагогічний процес: теорія і практика,Київ,http://nbuv.gov.ua/j-tit/pptp
Агроінком,Чабани,http://nbuv.gov.ua/j-tit/agroincom
Біофізичний вісник,Харків,http://nbuv.gov.ua/j-tit/bifv
Social development & Security,Kyiv,http://nbuv.gov.ua/j-tit/socdevsec
Викладання мов у вищих навчальних закладах освіти на сучасному етапі. Міжпредметні зв'язки. Наукові дослідження. Досвід. Пошуки,Харків,http://nbuv.gov.ua/j-tit/vmvn
Геолого-мінералогічний вісник Криворізького національного університету,Кривий Ріг,http://nbuv.gov.ua/j-tit/gmvknu
Економіка і регіон,Полтава,http://nbuv.gov.ua/j-tit/econrig
Державне управління: теорія та практика,Київ,http://nbuv.gov.ua/j-tit/Dutp
Маркетинг і цифрові технології,Кам'янське,http://nbuv.gov.ua/j-tit/mardigt
Лісовий журнал,Київ,http://nbuv.gov.ua/j-tit/Nvv_lisj
"Інститут бухгалтерського обліку, контроль та аналіз в умовах глобалізації",Тернопіль,http://nbuv.gov.ua/j-tit/iacagc
Наука і освіта,Одеса,http://nbuv.gov.ua/j-tit/NiO
Київська старовина,Київ,http://nbuv.gov.ua/j-tit/kiev_old
Збагачення корисних копалин,Дніпро,http://nbuv.gov.ua/j-tit/Zkk
Теоретична і дидактична філологія,,http://nbuv.gov.ua/j-tit/Tidf
"Фізична активність, здоров'я і спорт",Львів,http://nbuv.gov.ua/j-tit/Fazis
Релігія та соціум,Чернівці,http://nbuv.gov.ua/j-tit/relsoc
Українська мова,Київ,http://nbuv.gov.ua/j-tit/Ukrm
Освіта і управління,Київ,http://nbuv.gov.ua/j-tit/OiU
Системи та технології,Дніпро,http://nbuv.gov.ua/j-tit/vamsutn
Педагогічний часопис Волині,Луцьк,http://nbuv.gov.ua/j-tit/pchv
Агропромислове виробництво Полісся,Житомир,http://nbuv.gov.ua/j-tit/avpol
Бористен,Дніпропетровськ,http://nbuv.gov.ua/j-tit/boru
Social work and education,Ternopil,http://nbuv.gov.ua/j-tit/socworkeduc
Вимірювальна та обчислювальна техніка в технологічних процесах,Хмельницький,http://nbuv.gov.ua/j-tit/vott
Геометричне моделювання та інформаційні технології,Миколаїв,http://nbuv.gov.ua/j-tit/gmtit
Економіка і управління,Київ,http://nbuv.gov.ua/j-tit/econupr
Державне управління: удосконалення та розвиток,Київ,http://nbuv.gov.ua/j-tit/Duur
Маркетинг: теорія і практика,Київ,http://nbuv.gov.ua/j-tit/Mtip
Література в контексті культури,Київ,http://nbuv.gov.ua/j-tit/lvk
Інституціональний вектор економічного розвитку,Мелітополь,http://nbuv.gov.ua/j-tit/iver
Наука і правоохорона,Київ,http://nbuv.gov.ua/j-tit/Nip
Київське музикознавство,Київ,http://nbuv.gov.ua/j-tit/kmuz
Збалансоване природокористування,Київ,http://nbuv.gov.ua/j-tit/Zp
Теоретична і дидактична філологія,,http://nbuv.gov.ua/j-tit/tdf
Фізична географія та геоморфологія,Київ,http://nbuv.gov.ua/j-tit/fiz_geo
Ренесансні студії,Запоріжжя,http://nbuv.gov.ua/j-tit/renst
Українська мова і література в школі,Київ,http://nbuv.gov.ua/j-tit/Umlsh
Освіта на Луганщині,Луганськ,http://nbuv.gov.ua/j-tit/Onl
"Системи управління, навігації та зв'язку",Полтава,http://nbuv.gov.ua/j-tit/suntz
"Педагогічні інновації: ідеї, реалії, перспективи",Київ,http://nbuv.gov.ua/j-tit/ped_in
Агросвіт,Київ,http://nbuv.gov.ua/j-tit/agrosvit
Боротьба з організованою злочинністю і корупцією (теорія і практика),Київ,http://nbuv.gov.ua/j-tit/boz
SocioEconomic Challenges,Sumy,http://nbuv.gov.ua/j-tit/seconch
Вимірювальна техніка та метрологія ,Львів,http://nbuv.gov.ua/j-tit/metrolog
Геополитика и экогеодинамика регионов,Симф.,http://nbuv.gov.ua/j-tit/gegdr
Економіка природокористування і сталий розвиток,Київ,http://nbuv.gov.ua/j-tit/epod
Державний інформаційний бюлетень про приватизацію,Київ,http://nbuv.gov.ua/j-tit/dibpp
Математичне моделювання,"ерія : Технічні науки, Кам'янець-Подільський",http://nbuv.gov.ua/j-tit/Mm
Література та культура Полісся,Ніжин,http://nbuv.gov.ua/j-tit/Ltkp
Інтегративна антропологія,Одеса,http://nbuv.gov.ua/j-tit/Ia
Наука і практика,Київ,http://nbuv.gov.ua/j-tit/nauipr
Київські історичні студії,Київ,http://nbuv.gov.ua/j-tit/Khs
Збірник навчально-методичних матеріалів і наукових статей історичного факультету,Луцьк,http://nbuv.gov.ua/j-tit/znmm
Теоретична і дидактична філологія,,http://nbuv.gov.ua/j-tit/teordf
Фізична інженерія поверхні,Харків,http://nbuv.gov.ua/j-tit/Phip
Репродуктивна ендокринологія,Київ,http://nbuv.gov.ua/j-tit/repe
Українська музика,Львів,http://nbuv.gov.ua/j-tit/Ukrmuzyka
Освіта осіб з особливими потребами: шляхи розбудови,Київ,http://nbuv.gov.ua/j-tit/ooop
Системне проектування та аналіз характеристик аерокосмічної техніки,Дніпропетровськ,http://nbuv.gov.ua/j-tit/sptahat
Педагогічні науки,Полтава,http://nbuv.gov.ua/j-tit/pena
Агрохімія і ґрунтознавство,Харків,http://nbuv.gov.ua/j-tit/agrohimigrn
Боспорские исследования,"Симф., Керчь",http://nbuv.gov.ua/j-tit/bois
Sophia Prima: діалог вічного повернення,Київ,http://nbuv.gov.ua/j-tit/sopder
Виноградарство и виноделие,Ялта,http://nbuv.gov.ua/j-tit/vino
Геополітика України: історія і сучасність,Ужгород,http://nbuv.gov.ua/j-tit/gpuis
Економіка промисловості,Київ,http://nbuv.gov.ua/j-tit/econpr
Державно-управлінські студії,Київ,http://nbuv.gov.ua/j-tit/deruprs
Математичне моделювання в економіці,"ерія : Фізико-математичні науки, Кам'янець-Подільський",http://nbuv.gov.ua/j-tit/mmve
Література та культура Полісся,"ерія : Історичні науки, Ніжин",http://nbuv.gov.ua/j-tit/Ltkpist
Інтегровані комунікації,Київ,http://nbuv.gov.ua/j-tit/integcommu
Наука і сучасність,Київ,http://nbuv.gov.ua/j-tit/Nis
Київські полоністичні студії,Київ,http://nbuv.gov.ua/j-tit/kps
Збірник наукових праць [Буковинського університету]," Економічні науки, Чернівці",http://nbuv.gov.ua/j-tit/znpen
Теоретична та прикладна механіка,,http://nbuv.gov.ua/j-tit/Tpm
"Фізична культура, спорт та здоров'я нації",Вінниця,http://nbuv.gov.ua/j-tit/Fkszn
Репродуктивне здоров’я жінки,Київ,http://nbuv.gov.ua/j-tit/rzzh
"Українська наука: минуле, сучасне, майбутнє",Тернопіль,http://nbuv.gov.ua/j-tit/Un_msm
Освіта регіону,Кременчук,http://nbuv.gov.ua/j-tit/Or
Системний аналіз та інформаційні технології у науках про природу та суспільство,Донецк,http://nbuv.gov.ua/j-tit/sanps
"Педагогічні науки: теорія, історія, інноваційні технології",Суми,http://nbuv.gov.ua/j-tit/pednauk
Адаптивне управління: теорія і практика," Економіка, Харків",http://nbuv.gov.ua/j-tit/admthp
Бранта,Мелитополь,http://nbuv.gov.ua/j-tit/bran
Studia Germanica et Romanica: Іноземні мови. Зарубіжна література. Методика викладання,Донецьк,http://nbuv.gov.ua/j-tit/Stgerm
Виноградарство і виноробство,Одеса,http://nbuv.gov.ua/j-tit/vinogvinor
Геотехнічна механіка,Дніпро,http://nbuv.gov.ua/j-tit/gtm
Економіка ринкових відносин,Київ,http://nbuv.gov.ua/j-tit/ecrv
Дерматовенерология. Косметология. Сексопатология,Днепропетровск,http://nbuv.gov.ua/j-tit/dcs
Математичне та комп'ютерне моделювання,Івано-Франківськ,http://nbuv.gov.ua/j-tit/Mtkm_tekh
Література та культура Полісся,"ерія : Філологічні науки, Ніжин",http://nbuv.gov.ua/j-tit/Ltkpfil
Інтегровані технології та енергозбереження,Харків,http://nbuv.gov.ua/j-tit/Itte
Наука і техніка Повітряних Сил Збройних Сил України,Харків,http://nbuv.gov.ua/j-tit/Nitps
Кинематика и физика небесных тел,Киев,http://nbuv.gov.ua/j-tit/KPhNT
Збірник наукових праць [Військового інституту телекомунікацій та інформатизації],Київ,http://nbuv.gov.ua/j-tit/Znpviti
Теоретичні й прикладні проблеми сучасної філології,,http://nbuv.gov.ua/j-tit/tppsf
"Фізичне виховання, спорт і культура здоров'я у сучасному суспільстві",Луцьк,http://nbuv.gov.ua/j-tit/Fvs
Ресторанний і готельний консалтинг. Інновації,Київ,http://nbuv.gov.ua/j-tit/rhci
Українська національна ідея: реалії та перспективи розвитку,Львів,http://nbuv.gov.ua/j-tit/Unir
Освіта та розвиток обдарованої особистості,Київ,http://nbuv.gov.ua/j-tit/Otros
Системні дослідження та інформаційні технології,Київ,http://nbuv.gov.ua/j-tit/sdtit
Педиатрия. Восточная Европа,Киев,http://nbuv.gov.ua/j-tit/pedeaseu
Адаптивне управління: теорія і практика," Педагогіка, Харків",http://nbuv.gov.ua/j-tit/adupped
Будівельне виробництво,Київ,http://nbuv.gov.ua/j-tit/buvu
Studia linguistica,Київ,http://nbuv.gov.ua/j-tit/Stling
Високі технології в машинобудуванні,Харків,http://nbuv.gov.ua/j-tit/vtmb
Геофизический журнал,Киев,http://nbuv.gov.ua/j-tit/gfj
Економіка розвитку,Харків,http://nbuv.gov.ua/j-tit/ecro
Дерматологія та венерологія,Харків,http://nbuv.gov.ua/j-tit/dtv
Математичне та комп'ютерне моделювання,Київ,http://nbuv.gov.ua/j-tit/Mtkm_fiz_mat
Література. Фольклор. Проблеми поетики,Київ,http://nbuv.gov.ua/j-tit/Lfpp
Інтелект XXI,Київ,http://nbuv.gov.ua/j-tit/int_XXI
Наука молода,Тернопіль,http://nbuv.gov.ua/j-tit/NM
Китаєзнавчі дослідження,Київ,http://nbuv.gov.ua/j-tit/kytdosl
Збірник наукових праць [Полтавського національного технічного університету ім. Ю. Кондратюка],"ерія : Галузеве машинобудування, будівництво, Полтава",http://nbuv.gov.ua/j-tit/Znpgmb
Теоретичні і практичні аспекти економіки та інтелектуальної власності,,http://nbuv.gov.ua/j-tit/Tpaeiv
Фізіологічний журнал,Київ,http://nbuv.gov.ua/j-tit/Fiziol
"Ресурсоекономні матеріали, конструкції, будівлі та споруди",Рівне,http://nbuv.gov.ua/j-tit/rmkbs
Українська полоністика,Житомир,http://nbuv.gov.ua/j-tit/Up
"Освіта, менеджмент і бізнес: світовий вимір","ер. : Економічні науки, Київ",http://nbuv.gov.ua/j-tit/Omib
Системні технології,Дніпро,http://nbuv.gov.ua/j-tit/st
"Педіатрія, акушерство та гінекологія",Київ,http://nbuv.gov.ua/j-tit/PAG
Адаптивні системи автоматичного управління,Київ,http://nbuv.gov.ua/j-tit/asau
Будівельні конструкції,Київ,http://nbuv.gov.ua/j-tit/buko
Studia methodologica,Ternopil,http://nbuv.gov.ua/j-tit/studmethod
Витоки педагогічної майстерності,"ерія : Педагогічні науки, Полтава",http://nbuv.gov.ua/j-tit/vpm
Геохімія та рудоутворення,Київ,http://nbuv.gov.ua/j-tit/geoch
Економіка сьогодення,Полтава,http://nbuv.gov.ua/j-tit/esapp
Джерела,Івано-Франківськ,http://nbuv.gov.ua/j-tit/djer
Математичний вісник Наукового товариства ім. Шевченка,Івано-Франківськ,http://nbuv.gov.ua/j-tit/Mvntsh
"Літератури світу: поетика, ментальність і духовність",Кривий Ріг,http://nbuv.gov.ua/j-tit/Lspmd
"Інтелект, особистість, цивілізація",Кривий Ріг,http://nbuv.gov.ua/j-tit/intelekt
Наука та будівництво,Київ,http://nbuv.gov.ua/j-tit/ntab
"Кібербезпека: освіта, наука, техніка",Київ,http://nbuv.gov.ua/j-tit/cest
Збірник наукових праць [Харківського національного педагогічного університету імені Г. С. Сковороди],"ерія : ""Історія та географія"", Харків",http://nbuv.gov.ua/j-tit/znpkhnpu_ist
Теоретичні і прикладні проблеми психології,,http://nbuv.gov.ua/j-tit/Tippp
Філологічний дискурс,Хмельницький,http://nbuv.gov.ua/j-tit/fild
Ресурсозберігаючі технології виробництва та обробки тиском матеріалів у машинобудуванні,Луганськ,http://nbuv.gov.ua/j-tit/rtvotmm
Українське журналістикознавство,Київ,http://nbuv.gov.ua/j-tit/Uzhz
"Освіта, менеджмент і бізнес: світовий вимір","ер. : Філологічні науки, Київ",http://nbuv.gov.ua/j-tit/Omibs
Системы контроля окружающей среды,Севастополь,http://nbuv.gov.ua/j-tit/skos
Передгірне та гірське землеробство і тваринництво,Львів,http://nbuv.gov.ua/j-tit/pgzt
Адвокат,Київ,http://nbuv.gov.ua/j-tit/adv
Будівельні конструкції. Теорія і практика,Київ,http://nbuv.gov.ua/j-tit/budktp
Studia philologica,Київ,http://nbuv.gov.ua/j-tit/stfil
Вища освіта України,Київ,http://nbuv.gov.ua/j-tit/vou
Геохімія техногенезу,Київ,http://nbuv.gov.ua/j-tit/znpigns
Економіка та держава,Київ,http://nbuv.gov.ua/j-tit/ecde
Дидактика математики,Донецьк,http://nbuv.gov.ua/j-tit/dmpd
Математичні машини і системи,Львів,http://nbuv.gov.ua/j-tit/MMS
"Літературний процес: методологія, імена, тенденції"," Філологічні науки, Київ",http://nbuv.gov.ua/j-tit/Litpro
Інтелігенція і влада,"ерія : Історія, Одеса",http://nbuv.gov.ua/j-tit/iiv
Наука та виробництво,Маріуполь,http://nbuv.gov.ua/j-tit/Zmmvp
Кібернетика та комп'ютерні технології,Київ,http://nbuv.gov.ua/j-tit/kibcomteh
Збірник наукових праць [Херсонського державного університету]," Педагогічні науки, Херсон",http://nbuv.gov.ua/j-tit/znppn
Теоретичні основи будівництва,,http://nbuv.gov.ua/j-tit/Tob
Філологічний часопис,Умань,http://nbuv.gov.ua/j-tit/filoljour
Рибне господарство України,Керчь,http://nbuv.gov.ua/j-tit/rgu
Українське літературознавство,Львів,http://nbuv.gov.ua/j-tit/Ul
"Освіта, наука і культура на Поділлі",Кам'янець-Подільський,http://nbuv.gov.ua/j-tit/Onkp
Сіверщина в історії України,Київ,http://nbuv.gov.ua/j-tit/sviu
Переяславський літопис,Переяслав-Хмельницький,http://nbuv.gov.ua/j-tit/Perlit
Адгезия расплавов и пайка материалов,Киев,http://nbuv.gov.ua/j-tit/aripm
"Будівельні матеріали, вироби та санітарна техніка",Київ,http://nbuv.gov.ua/j-tit/bmvs
Studia politologica Ucraino-Polona,Житомир,http://nbuv.gov.ua/j-tit/Spup
Вища школа,Київ,http://nbuv.gov.ua/j-tit/vusk
Гепатологія,Львів,http://nbuv.gov.ua/j-tit/gepat
Економіка та держава,"ерія : Державне управління, Київ",http://nbuv.gov.ua/j-tit/eddu
Динамические системы,Симф.,http://nbuv.gov.ua/j-tit/dinsy
Математичні методи в хімії і біології,Львів,http://nbuv.gov.ua/j-tit/Jmm
Літературознавство. Фольклористика. Культурологія,Черкаси,http://nbuv.gov.ua/j-tit/Lfk
"Інтермарум: історія, політика, культура",Житомир,http://nbuv.gov.ua/j-tit/inhpc
Наука та інновації,Київ,http://nbuv.gov.ua/j-tit/scinn
Клиническая онкология,Киев,http://nbuv.gov.ua/j-tit/klinonk
Збірник наукових праць Академії військово-морських сил імені П. С. Нахімова,Севастополь,http://nbuv.gov.ua/j-tit/znpavms
"Теоретичні питання культури, освіти та виховання",,http://nbuv.gov.ua/j-tit/Tpkov
Філологічні науки,Полтава,http://nbuv.gov.ua/j-tit/Fil_Nauk
Рибогосподарська наука України,Київ,http://nbuv.gov.ua/j-tit/rnu
"Українське мистецтвознавство: матеріали, дослідження, рецензії",Київ,http://nbuv.gov.ua/j-tit/Ukrmyst
Освітній вимір,Кривий Ріг,http://nbuv.gov.ua/j-tit/PVSSh
Сіверянський літопис,Чернігів,http://nbuv.gov.ua/j-tit/sl
Переяславські Сковородинські студії,Переяслав-Хмельницький,http://nbuv.gov.ua/j-tit/prckc
Адміністративне право і процес,Київ,http://nbuv.gov.ua/j-tit/apip
"Будівництво, матеріалознавство, машиностроение"," Стародубовські читання, Дніпро",http://nbuv.gov.ua/j-tit/smmsc
Studies in comparative education,Київ,http://nbuv.gov.ua/j-tit/Ppstud
Вібрації в техніці та технологіях,Вінниця,http://nbuv.gov.ua/j-tit/vvtt
Гігієна населених місць,Київ,http://nbuv.gov.ua/j-tit/gnm
Економіка та митно-правові відносини,Хмельницький,http://nbuv.gov.ua/j-tit/eccuslerel
"Директор школи, ліцею, гімназії",Київ,http://nbuv.gov.ua/j-tit/dslg
Математичні методи та фізико-механічні поля,Симф.,http://nbuv.gov.ua/j-tit/MMPhMP
Літературознавчі обрії. Праці молодих учених,Київ,http://nbuv.gov.ua/j-tit/Litobr
Інфекційні хвороби,Тернопіль,http://nbuv.gov.ua/j-tit/InfKhvor
Наука та наукознавство,Київ,http://nbuv.gov.ua/j-tit/NNZ
Клінічна анатомія та оперативна хірургія,Чернівці,http://nbuv.gov.ua/j-tit/kaoch
Збірник наукових праць Бердянського державного педагогічного університету ," Педагогічні науки, Бердянськ",http://nbuv.gov.ua/j-tit/znpbdpu
Теоретичні та прикладні аспекти геоінформатики,,http://nbuv.gov.ua/j-tit/Ttpag
Філологічні науки: синхронічний і діахронічний аспекти,Суми,http://nbuv.gov.ua/j-tit/FilolNauk
Ринкова економіка: сучасна теорія і практика управління,Одеса,http://nbuv.gov.ua/j-tit/rectpu
Українське мовознавство,Київ,http://nbuv.gov.ua/j-tit/Um
Освітній дискурс,Київ,http://nbuv.gov.ua/j-tit/eddcsp
Сільське господарство та лісівництво,Вінниця,http://nbuv.gov.ua/j-tit/agf
Перспективи медицини та біології,Луганськ,http://nbuv.gov.ua/j-tit/pmtb
Адміністративне судочинство,Київ,http://nbuv.gov.ua/j-tit/Adsud
Буковинський журнал,Чернівці,http://nbuv.gov.ua/j-tit/buj
Studies in history and philosophy of science and technology,Дніпро,http://nbuv.gov.ua/j-tit/studhphst
Вівчарство,Нова Каховка,http://nbuv.gov.ua/j-tit/vivc
Гідравліка і гідротехніка,Київ,http://nbuv.gov.ua/j-tit/gigt
Економіка та підприємництво,Київ,http://nbuv.gov.ua/j-tit/ecpi
Диференціальні рівняння та їх застосування,Дніпропетровськ,http://nbuv.gov.ua/j-tit/driz
Математичні студії,Київ,http://nbuv.gov.ua/j-tit/Mat_st
Літературознавчі студії,Київ,http://nbuv.gov.ua/j-tit/Lits
Інформатика та математичні методи в моделюванні,Одеса,http://nbuv.gov.ua/j-tit/Itmm
Наука та прогрес транспорту. Вісник Дніпропетровського національного університету залізничного транспорту імені академіка В. Лазаряна,Дніпро,http://nbuv.gov.ua/j-tit/vdnuzt
Клінічна анестезіологія та інтенсивна терапія,Одеса,http://nbuv.gov.ua/j-tit/kait
Збірник наукових праць Військового інституту Київського національного університету імені Тараса Шевченка,Київ,http://nbuv.gov.ua/j-tit/Znpviknu
Теоретичні та прикладні питання державотворення,,http://nbuv.gov.ua/j-tit/tppd
Філологічні семінари,Київ,http://nbuv.gov.ua/j-tit/Fils
Ринок праці та зайнятість населення,Київ,http://nbuv.gov.ua/j-tit/rpzn
Українське музикознавство,Київ,http://nbuv.gov.ua/j-tit/Ukrmuz
